customer_id,recency,frequency,monetary_total,monetary_avg,age,gender,behavior_type,cluster,segment_name,segment_description,segment_strategy
8507,16,11,938.75,85.34,55,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8508,1,14,2457.69,175.55,27,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
8509,12,11,938.58,85.33,30,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8510,130,5,431.51,86.3,48,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8511,41,5,207.11,41.42,40,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8512,14,12,1034.17,86.18,48,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8513,16,23,3585.92,155.91,43,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
8514,84,5,326.5,65.3,47,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8515,52,6,423.78,70.63,33,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8516,43,6,226.05,37.68,43,F,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8517,50,6,361.51,60.25,26,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8518,97,7,443.79,63.4,59,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8519,41,20,3214.47,160.72,30,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
8520,31,10,780.6,78.06,56,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8521,12,6,344.31,57.38,36,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8522,59,5,486.04,97.21,43,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8523,1,8,287.68,35.96,32,F,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8524,8,10,1553.34,155.33,24,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
8525,24,8,723.85,90.48,18,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8526,1,11,897.66,81.61,24,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8527,3,4,273.59,68.4,35,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8528,132,1,36.2,36.2,43,F,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
8529,33,3,220.83,73.61,55,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8530,102,1,65.65,65.65,33,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8531,59,5,253.71,50.74,26,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8532,49,12,1682.65,140.22,18,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
8533,81,6,470.08,78.35,47,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8534,31,15,2429.15,161.94,60,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
8535,16,2,175.0,87.5,58,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8536,69,6,479.83,79.97,50,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8537,115,2,104.71,52.36,49,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
8538,80,9,1219.65,135.52,65,M,High_Value,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8539,5,21,3154.25,150.2,44,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
8540,51,17,2426.04,142.71,49,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
8541,221,3,164.13,54.71,35,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
8542,5,12,977.69,81.47,19,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8543,199,2,148.4,74.2,29,F,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
8544,30,7,254.08,36.3,39,F,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8545,95,2,118.05,59.02,40,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8546,23,12,1625.22,135.44,68,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
8547,8,11,1360.87,123.72,41,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
8548,35,7,193.09,27.58,57,M,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8549,208,3,111.1,37.03,33,F,Bargain_Hunter,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
8550,63,11,849.34,77.21,35,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8551,34,5,339.64,67.93,20,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8552,2,14,1740.41,124.32,28,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
8553,20,5,444.0,88.8,47,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8554,154,5,327.43,65.49,40,F,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
8555,136,3,189.98,63.33,54,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
8556,104,5,195.04,39.01,42,F,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8557,3,11,1630.33,148.21,34,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
8558,9,8,616.2,77.03,72,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8559,102,13,2054.58,158.04,38,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
8560,1,23,3545.54,154.15,57,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
8561,75,4,263.58,65.9,33,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8562,70,15,2275.83,151.72,50,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
8563,31,16,2095.95,131.0,53,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
8564,8,21,3379.34,160.92,43,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
8565,38,6,271.88,45.31,18,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8566,68,3,193.85,64.62,40,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8567,12,7,684.21,97.74,58,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8568,20,14,1970.43,140.74,47,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
8569,25,9,722.14,80.24,46,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8570,3,11,825.48,75.04,18,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8571,143,2,103.63,51.82,29,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
8572,139,4,302.42,75.6,46,F,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
8573,2,6,168.81,28.14,46,F,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8574,35,5,437.66,87.53,58,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8575,25,6,588.2,98.03,37,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8576,2,9,1378.77,153.2,46,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
8577,62,2,160.47,80.24,40,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8578,13,3,172.61,57.54,25,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8579,39,3,183.34,61.11,18,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8580,50,25,3614.66,144.59,46,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
8581,103,4,242.66,60.66,42,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8582,113,6,412.51,68.75,30,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8583,46,5,305.99,61.2,18,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8584,19,5,355.08,71.02,49,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8585,18,11,850.93,77.36,36,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8586,6,22,3413.55,155.16,48,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
8587,320,2,84.58,42.29,67,F,Bargain_Hunter,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
8588,26,11,1900.86,172.81,18,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
8589,10,4,171.2,42.8,29,F,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8590,6,9,683.23,75.91,36,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8591,16,12,1005.64,83.8,61,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8592,75,7,210.93,30.13,18,F,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8593,35,8,1239.78,154.97,69,M,High_Value,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8594,46,7,569.99,81.43,42,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8595,205,2,65.98,32.99,38,F,Bargain_Hunter,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
8596,34,5,426.92,85.38,37,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8597,170,5,408.8,81.76,33,F,Regular,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
8598,80,4,331.35,82.84,55,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8599,15,6,335.96,55.99,23,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8600,5,9,676.8,75.2,45,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8601,175,3,206.84,68.95,34,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
8602,61,10,1018.39,101.84,28,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8603,53,12,893.8,74.48,78,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8604,82,9,1214.07,134.9,46,M,High_Value,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8605,5,16,2426.79,151.67,49,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
8606,48,9,934.61,103.85,57,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8607,18,20,3234.95,161.75,18,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
8608,37,4,339.6,84.9,66,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8609,10,2,96.09,48.04,18,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8610,34,4,143.61,35.9,28,M,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8611,22,13,2411.36,185.49,33,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
8612,29,6,276.68,46.11,48,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8613,92,6,162.43,27.07,43,F,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8614,8,10,1664.42,166.44,37,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
8615,24,3,281.34,93.78,39,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8616,45,3,279.09,93.03,25,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8617,103,8,323.56,40.44,18,M,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8618,214,3,116.39,38.8,50,F,Bargain_Hunter,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
8619,6,5,140.28,28.06,50,M,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8620,129,6,462.6,77.1,63,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8621,35,16,2299.57,143.72,28,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
8622,17,3,141.27,47.09,50,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8623,231,4,274.8,68.7,35,F,Regular,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
8624,3,9,710.98,79.0,57,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8625,7,11,918.15,83.47,55,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8626,41,8,1123.31,140.41,43,M,High_Value,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8627,66,20,3107.43,155.37,34,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
8628,35,12,1051.87,87.66,54,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8629,3,4,283.08,70.77,49,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8630,1,7,668.69,95.53,29,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8631,192,4,317.26,79.32,20,M,Regular,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
8632,64,22,3512.41,159.66,35,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
8633,38,12,1879.51,156.63,62,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
8634,117,1,49.53,49.53,57,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8635,138,3,231.1,77.03,23,F,Regular,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
8636,165,5,443.1,88.62,22,F,Regular,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
8637,93,6,378.19,63.03,59,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8638,159,2,61.46,30.73,22,F,Bargain_Hunter,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
8639,36,2,139.9,69.95,47,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8640,132,3,169.49,56.5,30,F,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
8641,69,4,280.55,70.14,64,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8642,99,3,165.9,55.3,28,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8643,20,4,174.41,43.6,57,F,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8644,20,21,3136.57,149.36,42,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
8645,176,3,267.71,89.24,43,F,Regular,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
8646,11,6,190.56,31.76,18,M,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8647,179,1,76.87,76.87,18,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
8648,36,7,218.7,31.24,36,M,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8649,18,6,397.03,66.17,43,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8650,3,14,2199.81,157.13,23,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
8651,4,11,1040.46,94.59,23,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8652,95,6,307.95,51.32,48,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8653,17,7,222.51,31.79,48,M,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8654,58,1,45.73,45.73,37,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8655,29,6,371.54,61.92,51,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8656,28,11,887.85,80.71,22,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8657,7,12,1815.0,151.25,34,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
8658,130,3,120.87,40.29,64,F,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8659,183,2,104.72,52.36,41,F,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
8660,29,2,103.27,51.64,41,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8661,245,2,116.72,58.36,74,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
8662,83,12,904.23,75.35,19,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8663,64,4,192.3,48.08,51,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8664,36,6,377.56,62.93,64,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8665,235,2,69.46,34.73,35,M,Bargain_Hunter,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
8666,6,3,225.78,75.26,52,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8667,99,6,379.36,63.23,25,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8668,32,4,345.02,86.26,29,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8669,2,13,2361.03,181.62,45,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
8670,24,10,1571.25,157.12,51,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
8671,23,5,250.58,50.12,56,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8672,16,21,3452.6,164.41,63,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
8673,43,7,259.59,37.08,38,F,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8674,12,25,3922.72,156.91,57,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
8675,87,5,259.84,51.97,34,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8676,121,3,222.91,74.3,53,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8677,12,3,278.43,92.81,43,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8678,210,2,71.14,35.57,46,M,Bargain_Hunter,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
8679,16,8,549.63,68.7,46,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8680,78,3,183.68,61.23,18,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8681,7,4,329.7,82.42,23,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8682,67,1,38.73,38.73,41,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8683,25,7,599.49,85.64,18,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8684,281,2,98.99,49.5,52,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
8685,30,12,991.02,82.58,53,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8686,18,23,3072.35,133.58,44,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
8687,35,8,680.93,85.12,23,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8688,15,6,369.28,61.55,60,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8689,78,10,906.94,90.69,70,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8690,61,8,306.09,38.26,42,F,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8691,4,15,2247.52,149.83,47,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
8692,15,12,954.03,79.5,43,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8693,1,12,1083.1,90.26,47,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8694,87,1,50.81,50.81,38,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8695,29,5,406.97,81.39,39,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8696,5,21,2722.62,129.65,53,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
8697,8,8,240.8,30.1,75,F,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8698,13,10,804.09,80.41,18,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8699,29,3,178.29,59.43,38,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8700,12,7,242.86,34.69,22,F,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8701,4,4,152.6,38.15,63,M,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8702,129,5,184.14,36.83,31,F,Bargain_Hunter,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
8703,49,11,876.39,79.67,18,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8704,43,7,249.67,35.67,49,M,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8705,18,6,342.66,57.11,66,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8706,75,4,142.47,35.62,49,F,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8707,16,2,69.4,34.7,43,M,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8708,12,8,643.08,80.39,46,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8709,9,4,273.64,68.41,61,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8710,20,25,3708.18,148.33,26,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
8711,37,11,878.56,79.87,38,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8712,3,20,2694.09,134.7,33,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
8713,10,15,2205.75,147.05,22,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
8714,85,6,449.62,74.94,35,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8715,52,6,174.16,29.03,56,M,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8716,2,11,834.68,75.88,48,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8717,69,11,1553.77,141.25,49,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
8718,133,3,149.62,49.87,42,F,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
8719,2,5,413.1,82.62,47,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8720,10,3,168.08,56.03,27,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8721,37,5,329.94,65.99,35,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8722,117,5,283.94,56.79,42,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
8723,204,3,70.95,23.65,44,F,Bargain_Hunter,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
8724,97,4,241.27,60.32,44,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8725,13,3,126.78,42.26,37,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8726,29,11,1002.71,91.16,34,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8727,43,4,166.62,41.66,80,F,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8728,85,1,25.13,25.13,53,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8729,47,6,339.48,56.58,46,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8730,36,6,370.5,61.75,36,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8731,25,8,658.76,82.34,33,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8732,43,16,2284.05,142.75,38,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
8733,4,5,342.7,68.54,44,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
8734,57,2,117.46,58.73,18,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8735,42,4,193.4,48.35,18,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
8736,244,2,75.91,37.96,30,M,Bargain_Hunter,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
8737,113,5,354.27,70.85,43,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
