customer_id,cluster,segment_name,age,gender,recency,frequency,monetary_total,email_subject_generic,email_subject_targeted,discount_percent,campaign_type,expected_ctr_base,send_frequency,channel_priority
10808,0,Champions,39,M,38,8,576.2,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10809,3,Potential Loyalists,30,F,166,2,138.09,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
10810,2,At Risk,47,M,83,9,754.81,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
10811,0,Champions,29,M,39,3,148.78,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10812,2,At Risk,43,M,19,8,630.05,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
10813,0,Champions,38,F,86,2,113.72,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10814,1,Loyal Customers,43,M,43,16,2339.44,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
10815,0,Champions,33,M,80,2,67.72,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10816,3,Potential Loyalists,34,M,120,1,46.85,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
10817,3,Potential Loyalists,41,F,322,2,128.09,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
10818,2,At Risk,43,F,16,7,239.98,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
10819,0,Champions,39,M,49,8,239.05,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10820,2,At Risk,65,F,5,12,801.34,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
10821,3,Potential Loyalists,25,F,241,1,74.1,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
10822,3,Potential Loyalists,39,M,133,6,307.08,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
10823,0,Champions,18,M,7,5,383.7,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10824,2,At Risk,45,M,71,9,607.62,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
10825,3,Potential Loyalists,23,F,145,5,385.86,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
10826,0,Champions,35,F,73,8,601.76,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10827,0,Champions,34,M,7,11,933.1,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10828,2,At Risk,44,M,27,6,204.98,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
10829,3,Potential Loyalists,31,F,127,3,148.48,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
10830,3,Potential Loyalists,31,F,268,1,54.53,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
10831,2,At Risk,61,F,38,5,306.3,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
10832,2,At Risk,44,M,23,8,272.79,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
10833,0,Champions,31,F,25,5,309.97,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10834,3,Potential Loyalists,36,F,120,5,145.71,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
10835,3,Potential Loyalists,64,M,192,1,93.54,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
10836,0,Champions,36,M,8,6,181.32,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10837,0,Champions,29,M,7,9,705.04,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10838,0,Champions,29,F,125,7,544.04,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10839,0,Champions,31,M,91,4,135.7,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10840,3,Potential Loyalists,31,M,306,1,63.53,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
10841,0,Champions,20,F,18,6,404.5,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10842,0,Champions,23,M,75,5,174.29,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10843,3,Potential Loyalists,27,F,263,5,193.49,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
10844,2,At Risk,48,F,6,12,940.99,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
10845,0,Champions,34,F,78,7,630.1,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10846,0,Champions,36,F,65,3,214.13,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10847,1,Loyal Customers,59,F,137,8,1362.16,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
10848,3,Potential Loyalists,59,F,332,1,64.37,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
10849,1,Loyal Customers,35,M,7,19,2870.01,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
10850,0,Champions,30,M,84,10,779.15,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10851,1,Loyal Customers,27,M,3,23,3617.06,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
10852,2,At Risk,50,M,68,7,246.33,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
10853,0,Champions,36,M,14,4,349.58,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10854,0,Champions,34,M,56,12,926.94,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10855,0,Champions,27,F,13,4,225.95,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10856,0,Champions,28,M,53,11,798.82,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10857,3,Potential Loyalists,44,M,118,4,134.49,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
10858,1,Loyal Customers,20,F,93,12,1591.54,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
10859,2,At Risk,54,F,93,2,132.3,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
10860,3,Potential Loyalists,31,M,126,1,90.65,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
10861,0,Champions,37,M,24,11,841.16,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10862,3,Potential Loyalists,19,F,144,5,247.86,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
10863,1,Loyal Customers,39,M,23,18,2896.35,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
10864,3,Potential Loyalists,35,M,156,2,101.49,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
10865,3,Potential Loyalists,39,M,300,1,48.64,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
10866,2,At Risk,62,F,18,4,210.32,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
10867,3,Potential Loyalists,42,F,119,4,225.88,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
10868,3,Potential Loyalists,28,M,147,3,172.44,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
10869,0,Champions,29,M,67,3,97.67,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10870,2,At Risk,48,M,49,6,437.92,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
10871,3,Potential Loyalists,59,M,274,2,116.82,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
10872,3,Potential Loyalists,44,F,114,2,111.67,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
10873,2,At Risk,50,F,110,8,315.63,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
10874,2,At Risk,49,M,20,12,959.3,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
10875,3,Potential Loyalists,61,M,206,1,38.01,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
10876,0,Champions,18,F,48,10,822.41,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10877,2,At Risk,50,F,39,10,781.0,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
10878,2,At Risk,54,F,28,3,170.39,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
10879,3,Potential Loyalists,19,M,173,1,65.6,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
10880,0,Champions,26,M,42,4,144.33,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10881,0,Champions,27,F,29,10,826.92,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10882,0,Champions,29,F,19,8,286.31,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10883,0,Champions,32,M,75,6,401.4,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10884,1,Loyal Customers,43,M,27,19,2697.34,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
10885,2,At Risk,52,F,29,8,647.48,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
10886,2,At Risk,56,M,46,3,137.16,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
10887,0,Champions,27,F,17,5,162.41,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10888,0,Champions,27,F,33,5,332.17,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10889,2,At Risk,59,F,19,5,506.48,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
10890,2,At Risk,49,M,80,2,64.72,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
10891,3,Potential Loyalists,41,M,150,1,61.0,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
10892,2,At Risk,47,F,1,2,171.95,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
10893,1,Loyal Customers,39,M,59,9,1211.45,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
10894,3,Potential Loyalists,47,F,206,1,64.69,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
10895,0,Champions,34,F,31,12,934.79,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10896,1,Loyal Customers,44,F,5,16,2318.0,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
10897,0,Champions,18,F,19,5,233.24,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10898,3,Potential Loyalists,29,F,317,3,182.23,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
10899,3,Potential Loyalists,29,M,170,1,72.75,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
10900,0,Champions,34,F,77,4,291.35,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10901,0,Champions,26,F,88,5,159.06,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10902,0,Champions,31,M,95,3,139.89,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10903,0,Champions,18,M,60,8,293.56,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10904,2,At Risk,48,M,72,5,291.42,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
10905,3,Potential Loyalists,38,F,121,4,326.66,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
10906,1,Loyal Customers,18,M,23,17,2126.72,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
10907,0,Champions,27,M,55,2,130.05,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10908,2,At Risk,45,M,83,4,237.54,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
10909,1,Loyal Customers,31,M,42,22,3621.46,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
10910,3,Potential Loyalists,29,M,328,2,140.18,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
10911,0,Champions,38,M,60,6,392.81,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10912,3,Potential Loyalists,45,F,138,3,170.38,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
10913,0,Champions,18,F,107,8,669.28,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10914,2,At Risk,48,F,10,3,259.93,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
10915,0,Champions,27,M,39,3,103.65,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10916,1,Loyal Customers,39,M,32,11,1676.18,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
10917,3,Potential Loyalists,39,M,199,4,239.87,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
10918,0,Champions,32,F,15,6,321.69,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10919,0,Champions,24,M,59,3,273.23,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10920,3,Potential Loyalists,35,F,346,1,54.14,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
10921,2,At Risk,64,M,9,10,859.48,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
10922,0,Champions,19,F,27,3,190.94,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10923,2,At Risk,65,F,134,4,198.58,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
10924,0,Champions,36,F,27,3,135.5,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10925,1,Loyal Customers,40,F,52,17,2291.12,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
10926,3,Potential Loyalists,23,F,141,3,217.7,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
10927,0,Champions,28,F,101,4,301.37,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10928,0,Champions,32,M,25,6,358.47,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10929,3,Potential Loyalists,24,M,179,1,47.91,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
10930,0,Champions,36,M,44,9,726.33,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10931,0,Champions,33,F,85,3,181.36,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10932,2,At Risk,67,F,142,4,291.99,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
10933,3,Potential Loyalists,22,F,168,5,333.97,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
10934,0,Champions,41,M,57,6,352.41,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10935,2,At Risk,43,M,60,6,203.08,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
10936,0,Champions,23,M,29,4,165.12,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10937,2,At Risk,50,M,34,4,232.81,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
10938,0,Champions,34,F,34,4,274.93,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10939,0,Champions,18,M,37,3,244.73,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10940,2,At Risk,49,F,84,10,942.07,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
10941,0,Champions,23,M,87,4,246.51,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10942,3,Potential Loyalists,24,F,139,2,112.25,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
10943,3,Potential Loyalists,50,M,154,1,39.82,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
10944,3,Potential Loyalists,34,M,133,5,308.08,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
10945,2,At Risk,53,F,20,6,547.02,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
10946,2,At Risk,58,F,34,6,437.87,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
10947,3,Potential Loyalists,30,M,183,1,55.87,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
10948,2,At Risk,51,M,44,8,710.41,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
10949,0,Champions,28,F,10,8,243.44,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10950,1,Loyal Customers,73,F,3,18,2843.48,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
10951,1,Loyal Customers,29,F,18,17,2503.67,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
10952,2,At Risk,55,M,25,2,134.35,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
10953,1,Loyal Customers,52,M,30,12,1849.17,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
10954,2,At Risk,44,F,51,7,704.81,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
10955,0,Champions,29,M,28,12,964.22,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10956,3,Potential Loyalists,37,F,142,4,139.05,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
10957,0,Champions,18,F,31,9,736.7,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10958,3,Potential Loyalists,43,F,109,1,39.36,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
10959,2,At Risk,45,F,57,6,469.82,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
10960,2,At Risk,42,F,50,9,696.38,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
10961,0,Champions,18,F,71,2,54.4,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10962,3,Potential Loyalists,21,F,177,4,290.07,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
10963,1,Loyal Customers,28,F,1,24,3657.28,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
10964,2,At Risk,44,M,5,10,780.14,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
10965,1,Loyal Customers,44,M,26,12,1733.97,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
10966,0,Champions,37,M,23,6,302.89,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10967,2,At Risk,49,F,45,5,394.46,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
10968,0,Champions,24,F,7,1,65.95,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
10969,3,Potential Loyalists,49,M,132,3,192.62,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
10970,2,At Risk,47,F,112,3,200.46,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
10971,2,At Risk,45,M,33,7,230.79,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
